Date,Open,High,Low,Close,Volume
2024-08-30,59.95,60.23,59.61,59.86,6316039
2024-09-02,59.2,59.43,58.82,59.12,10662190
2024-09-03,58.99,59.32,58.75,59.08,6777458
2024-09-04,58.56,59.17,57.96,58.54,8763979
2024-09-05,58.04,58.28,57.48,57.88,9806364
2024-09-06,58.17,58.52,57.09,57.86,9400137
2024-09-09,56.83,57.0,56.72,56.9,13216372
2024-09-10,57.17,58.7,56.68,57.46,8303298
2024-09-11,57.63,57.96,56.84,57.39,6802520
2024-09-12,57.48,58.25,56.8,57.63,6745488
2024-09-13,57.66,57.8,57.17,57.5,10728552
2024-09-16,57.1,57.42,56.48,56.83,10000819
2024-09-17,56.06,56.67,55.62,56.0,10878256
2024-09-18,56.08,56.45,55.19,55.82,6145505
2024-09-19,55.34,55.41,55.26,55.35,11282064
2024-09-20,55.56,56.05,54.73,55.59,5871757
2024-09-23,56.34,57.09,54.31,55.57,6439222
2024-09-24,54.41,54.43,54.38,54.4,11847829
2024-09-25,54.9,55.31,53.51,54.48,5516044
2024-09-26,53.35,54.12,52.75,53.36,12510178
2024-09-27,52.73,53.31,52.29,52.87,8301316
2024-09-30,52.57,53.16,51.74,52.61,10307938
2024-10-01,50.91,51.12,50.74,50.94,24704604
2024-10-02,51.06,51.41,50.49,51.03,8093773
2024-10-03,51.32,51.93,50.66,51.17,6892380
2024-10-04,51.2,51.44,50.77,51.07,9442676
2024-10-07,50.9,51.07,50.5,50.71,8751948
2024-10-08,50.48,51.04,49.82,50.43,9840026
2024-10-09,49.87,50.09,49.22,49.68,8369776
2024-10-10,49.68,50.18,48.67,49.49,8439364
2024-10-11,49.24,49.37,48.93,49.09,8082675
2024-10-14,48.99,49.92,48.74,49.14,5683892
2024-10-15,48.16,48.41,48.09,48.23,9191355
2024-10-16,48.55,49.0,47.94,48.43,6930508
2024-10-17,48.59,49.07,48.27,48.55,11441393
2024-10-18,48.55,48.61,48.39,48.48,5349729
2024-10-21,47.99,48.39,47.67,48.13,9570213
2024-10-22,48.58,48.71,48.33,48.56,9951497
2024-10-23,47.32,47.67,47.13,47.32,14335042
2024-10-24,47.8,48.32,47.08,47.68,10488977
2024-10-25,47.97,48.05,47.75,47.89,11142467
2024-10-28,48.16,48.26,47.9,48.09,8569990
2024-10-29,48.17,48.92,47.63,48.4,9585499
2024-10-30,47.86,48.2,47.53,47.92,10957352
2024-10-31,47.52,48.18,46.8,47.74,5759580
2024-11-01,48.22,48.79,47.82,48.25,7998659
2024-11-04,48.56,48.75,48.38,48.56,15746448
2024-11-05,48.92,49.12,48.25,48.74,7348335
2024-11-06,48.03,48.5,46.76,47.61,18354519
2024-11-07,47.8,48.69,47.23,48.02,12786046
2024-11-08,49.15,49.47,48.65,48.95,11159812
2024-11-11,50.05,50.24,49.4,49.72,9287712
2024-11-12,49.92,50.46,49.53,49.91,7463128
2024-11-13,48.73,48.9,48.32,48.72,17844556
2024-11-14,49.68,50.21,48.55,49.47,15102896
2024-11-15,49.68,49.96,48.92,49.38,5459413
2024-11-18,47.37,47.6,47.29,47.44,18642196
2024-11-19,47.94,48.15,47.3,47.73,10349820
2024-11-20,46.87,47.04,46.25,46.64,9812138
2024-11-21,45.47,46.03,45.18,45.71,17529585
2024-11-22,45.39,45.76,44.88,45.29,11410841
2024-11-25,46.01,46.42,45.87,46.19,11360415
2024-11-26,45.94,46.33,45.44,45.93,14094545
2024-11-27,46.18,46.22,46.1,46.15,6318820
2024-11-28,47.48,47.55,47.34,47.45,12605398
2024-11-29,49.03,49.49,47.87,48.68,11703288
2024-12-02,48.49,48.87,48.27,48.59,5563097
2024-12-03,48.23,48.8,48.03,48.42,14492915
2024-12-04,47.69,47.99,47.04,47.49,9846278
2024-12-05,46.58,47.52,46.32,46.98,10584722
2024-12-06,47.12,47.72,46.81,47.33,7242715
2024-12-09,47.41,48.72,46.72,47.61,7161364
2024-12-10,47.76,48.04,47.22,47.71,6243143
2024-12-11,48.37,48.68,48.1,48.48,8569648
2024-12-12,47.95,48.29,47.12,47.91,10227945
2024-12-13,48.0,48.42,47.37,47.89,5658577
2024-12-16,48.55,48.71,48.15,48.43,11592248
2024-12-17,48.99,49.31,48.33,48.89,7356314
2024-12-18,49.92,50.16,49.28,49.75,10456835
2024-12-19,50.07,50.08,50.07,50.07,7784670
2024-12-20,49.79,50.08,49.58,49.86,9219849
2024-12-23,50.11,50.41,49.71,50.13,8441759
2024-12-24,49.42,49.82,48.94,49.36,12111397
2024-12-25,48.12,48.17,48.03,48.12,11697701
2024-12-26,48.82,49.04,48.34,48.57,13719392
2024-12-27,48.55,48.96,48.29,48.56,8998335
2024-12-30,48.52,49.11,48.3,48.78,6076375
2024-12-31,47.5,47.6,47.3,47.51,14906057
2025-01-01,47.37,47.65,46.92,47.26,8116927
2025-01-02,46.77,46.95,46.66,46.82,11776359
2025-01-03,46.09,46.55,45.94,46.22,9710656
2025-01-06,44.02,45.19,43.7,44.59,13663371
2025-01-07,44.32,44.62,44.16,44.37,7537501
2025-01-08,45.01,45.29,44.84,45.02,8002555
2025-01-09,44.92,45.66,44.57,45.3,7278804
2025-01-10,44.77,45.15,44.65,44.9,8511384
2025-01-13,44.81,45.33,44.58,44.88,6316905
2025-01-14,45.36,45.68,45.14,45.43,10542440
2025-01-15,43.33,44.19,43.04,43.52,14013457
2025-01-16,43.44,43.49,43.41,43.44,7504711
2025-01-17,43.87,44.09,43.68,43.84,12877033
2025-01-20,44.36,44.46,44.11,44.3,9873252
2025-01-21,45.59,45.67,45.38,45.52,17938144
2025-01-22,46.32,46.58,46.11,46.36,16276286
2025-01-23,46.47,46.9,46.3,46.6,6800369
2025-01-24,46.68,47.24,46.37,46.85,6383498
2025-01-27,47.45,47.56,47.29,47.42,12119796
2025-01-28,46.82,47.29,46.45,47.03,7847107
2025-01-29,47.2,47.65,46.67,47.02,7012626
2025-01-30,47.77,47.92,47.49,47.71,13775829
2025-01-31,49.23,49.53,48.78,49.23,14437385
2025-02-03,49.45,49.92,48.26,49.1,6927732
2025-02-04,48.92,49.7,48.66,49.07,6216586
2025-02-05,49.2,49.55,48.98,49.25,8919462
2025-02-06,50.02,50.6,49.86,50.31,11806080
2025-02-07,50.32,50.53,50.1,50.32,8785450
2025-02-10,51.53,51.88,51.08,51.48,16687238
2025-02-11,50.48,51.08,50.15,50.72,8525780
2025-02-12,50.5,50.94,50.37,50.59,8711540
2025-02-13,50.46,50.81,50.14,50.45,9308768
2025-02-14,50.73,51.57,50.38,51.11,11978853
2025-02-17,51.85,52.37,51.61,51.94,10907785
2025-02-18,50.77,51.4,50.3,50.73,20380682
2025-02-19,50.17,50.28,49.79,50.03,11721652
2025-02-20,50.21,50.5,50.0,50.31,7078688
2025-02-21,49.83,50.05,49.47,49.82,11068517
2025-02-24,48.57,49.49,47.89,48.62,21046952
2025-02-25,49.34,49.79,48.99,49.44,12500485
2025-02-26,49.82,50.25,49.64,49.85,6849237
2025-02-27,50.12,50.67,49.87,50.25,6663957
2025-02-28,50.13,50.42,49.55,49.9,9813378
2025-03-03,50.65,51.19,50.19,50.7,9535399
2025-03-04,50.33,51.03,49.93,50.53,8858395
2025-03-05,51.69,52.02,50.43,51.43,12663655
2025-03-06,50.88,51.19,50.05,50.71,9561822
2025-03-07,49.61,50.52,49.1,50.06,12218004
2025-03-10,50.18,50.53,49.89,50.21,9973849
2025-03-11,49.62,50.04,49.12,49.67,11905906
2025-03-12,50.15,50.32,50.08,50.22,9925660
2025-03-13,50.45,50.77,50.19,50.44,6807660
2025-03-14,49.66,50.22,49.33,49.74,7802300
2025-03-17,49.78,50.02,49.26,49.79,7215657
2025-03-18,49.51,49.55,49.5,49.53,8522168
2025-03-19,50.73,50.95,49.86,50.26,9169169
2025-03-20,49.73,50.17,49.5,49.78,8265200
2025-03-21,49.45,49.85,49.19,49.47,6374302
2025-03-24,50.28,50.84,50.1,50.4,12351655
2025-03-25,52.47,52.67,51.86,52.23,16332717
2025-03-26,54.1,54.49,53.22,53.92,14311805
2025-03-27,53.91,54.19,53.82,53.99,10671286
2025-03-28,54.16,54.36,53.95,54.21,12031463
2025-03-31,55.49,55.92,55.16,55.52,14415743
2025-04-01,55.63,56.03,55.11,55.42,6035402
2025-04-02,54.4,54.87,54.08,54.6,9357697
2025-04-03,54.91,55.05,54.43,54.72,6842107
2025-04-04,54.96,55.35,54.77,55.14,9814711
2025-04-07,54.58,54.82,54.03,54.41,8948426
2025-04-08,52.85,53.94,52.24,53.03,11252848
2025-04-09,51.91,52.1,51.63,51.86,12399813
2025-04-10,52.49,53.17,51.92,52.43,12367260
2025-04-11,51.9,52.33,51.44,51.83,8406176
2025-04-14,51.77,52.13,51.38,51.7,7093924
2025-04-15,52.11,52.58,51.48,51.89,7145609
2025-04-16,52.37,52.53,52.32,52.42,7106021
2025-04-17,52.15,52.24,52.12,52.16,12204367
2025-04-18,52.72,52.79,52.47,52.6,7383950
2025-04-21,51.81,52.34,51.52,51.85,8344321
2025-04-22,51.57,51.99,51.27,51.58,9808281
2025-04-23,50.74,51.2,50.5,50.77,15193967
2025-04-24,51.79,52.17,51.25,51.7,10399101
2025-04-25,51.73,51.74,51.67,51.71,7071032
2025-04-28,51.22,51.79,50.77,51.09,9194396
2025-04-29,50.75,50.91,50.65,50.82,7322551
2025-04-30,50.62,50.95,50.4,50.67,7370804
2025-05-01,50.96,51.62,50.78,51.24,8495816
2025-05-02,49.95,50.11,49.9,50.0,17370195
2025-05-05,49.15,49.34,49.1,49.18,8688255
2025-05-06,48.91,49.14,48.77,48.9,7138732
2025-05-07,51.25,51.49,50.33,50.91,17345599
2025-05-08,51.47,52.2,51.18,51.7,9886656
2025-05-09,51.58,52.18,50.92,51.64,6260691
2025-05-12,52.13,52.5,51.95,52.2,10268791
2025-05-13,53.86,54.19,53.76,53.94,18268038
2025-05-14,53.92,54.07,53.55,53.76,7805823
2025-05-15,53.27,53.98,53.0,53.47,9258277
2025-05-16,54.53,54.54,54.52,54.53,10965337
2025-05-19,55.07,55.54,54.03,54.94,8996997
2025-05-20,55.48,55.81,55.31,55.54,10323136
2025-05-21,54.94,55.38,54.73,55.12,7838732
2025-05-22,57.01,57.23,56.28,56.83,11469247
2025-05-23,58.27,59.37,57.76,58.42,11249952
2025-05-26,59.29,59.74,58.24,58.92,14803076
2025-05-27,59.39,60.08,58.96,59.58,7263337
2025-05-28,57.62,58.05,57.12,57.73,12645326
2025-05-29,58.05,58.78,57.59,58.33,8354451
2025-05-30,58.16,59.27,57.41,58.18,5584270
2025-06-02,58.71,58.86,58.22,58.56,7075277
2025-06-03,59.79,60.2,58.58,59.21,11284964
2025-06-04,58.57,59.37,58.22,58.92,11934295
2025-06-05,57.43,57.76,56.85,57.39,11781320
2025-06-06,57.64,57.96,57.51,57.76,11318294
2025-06-09,56.94,57.55,56.56,57.07,8353248
2025-06-10,56.21,57.18,55.89,56.79,6401870
2025-06-11,56.35,56.49,56.16,56.27,10759824
2025-06-12,56.08,56.65,55.1,55.99,11042093
2025-06-13,54.18,54.43,53.71,54.02,14390257
2025-06-16,55.12,55.44,54.47,55.05,11201234
2025-06-17,55.29,55.34,55.25,55.29,9296823
2025-06-18,56.19,56.78,55.93,56.28,11975658
2025-06-19,57.68,58.63,57.44,58.08,11520370
2025-06-20,58.08,58.4,57.81,58.14,10559679
2025-06-23,56.75,56.97,56.03,56.49,11142458
2025-06-24,55.72,55.84,55.62,55.72,7803549
2025-06-25,54.69,55.33,53.84,54.69,11533345
2025-06-26,54.52,54.67,54.06,54.28,7613263
2025-06-27,54.76,55.11,53.87,54.38,5643534
2025-06-30,52.69,52.71,52.64,52.68,15551634
2025-07-01,53.06,53.57,52.42,52.98,7561352
2025-07-02,51.69,52.19,51.43,51.75,18259597
2025-07-03,52.19,52.62,51.39,52.01,6365932
2025-07-04,51.93,52.23,51.68,51.95,9273169
2025-07-07,51.66,51.9,51.27,51.68,6541058
2025-07-08,51.05,52.41,50.37,51.63,6117309
2025-07-09,51.4,51.55,50.9,51.22,9871359
2025-07-10,50.65,50.99,50.5,50.74,11787205
2025-07-11,49.6,49.91,48.97,49.44,14086161
2025-07-14,49.55,49.68,49.17,49.4,7221049
2025-07-15,50.74,51.6,50.38,50.88,11455027
2025-07-16,52.58,53.05,51.37,52.51,16743632
2025-07-17,53.74,53.99,53.4,53.63,13958371
2025-07-18,54.27,54.33,54.19,54.26,7398212
2025-07-21,53.34,54.26,52.83,53.67,7834707
2025-07-22,54.71,55.86,53.95,54.92,11773864
2025-07-23,54.62,55.53,54.15,54.89,5152916
2025-07-24,54.51,55.3,53.82,54.85,6134996
2025-07-25,54.66,54.79,54.47,54.63,7150161
2025-07-28,54.81,55.01,54.44,54.69,6286448
2025-07-29,54.39,54.49,54.23,54.33,6518360
2025-07-30,54.27,54.45,54.14,54.28,6916236
2025-07-31,53.18,53.82,52.76,53.38,14584192
2025-08-01,53.15,53.27,52.91,53.1,8097362
2025-08-04,55.72,56.12,54.29,55.02,15122765
2025-08-05,54.79,55.42,54.47,54.98,5198717
2025-08-06,54.77,55.09,54.51,54.79,9032585
2025-08-07,55.07,56.1,54.48,55.27,12425234
2025-08-08,56.69,57.14,55.06,55.93,7821589
2025-08-11,54.5,55.74,54.18,54.94,18046737
2025-08-12,54.88,55.0,54.55,54.77,8518972
2025-08-13,55.62,55.91,55.04,55.59,9991898
2025-08-14,55.65,56.4,55.15,55.85,12564847
2025-08-15,56.11,56.37,55.72,55.99,10614148
2025-08-18,57.39,57.77,57.11,57.36,10590766
2025-08-19,56.77,57.23,56.13,56.76,7351208
2025-08-20,56.85,57.38,56.41,56.86,5643092
2025-08-21,56.52,56.61,56.26,56.41,9223328
2025-08-22,57.76,58.15,57.4,57.79,20382836
2025-08-25,56.12,56.26,55.83,56.02,12112805
2025-08-26,55.36,55.88,54.75,55.45,10091885
2025-08-27,54.88,55.39,54.5,55.01,12116639
2025-08-28,55.88,56.09,55.12,55.6,9344384
2025-08-29,56.01,56.84,55.63,56.17,8331815
2025-09-01,57.46,57.5,57.32,57.4,14898878
2025-09-02,56.46,56.68,55.61,56.01,10674475
2025-09-03,57.05,57.47,56.02,56.7,9835726
2025-09-04,56.73,57.26,56.03,56.46,6553624
2025-09-05,56.04,56.51,55.4,55.9,10565921
2025-09-08,56.61,56.82,55.96,56.36,9861683
2025-09-09,55.54,55.79,55.34,55.57,8468430
2025-09-10,54.09,54.55,53.04,53.8,17248292
2025-09-11,53.61,53.77,53.3,53.5,8437118
2025-09-12,52.3,52.32,52.25,52.29,14183966
2025-09-15,51.73,52.37,51.19,51.74,8417436
2025-09-16,52.13,52.37,51.8,52.06,6373583
2025-09-17,52.12,52.58,51.97,52.33,8045074
2025-09-18,53.62,53.81,53.56,53.67,10702257
2025-09-19,53.42,53.64,53.34,53.54,9716087
2025-09-22,52.28,52.39,52.1,52.24,13043107
2025-09-23,51.64,52.03,51.37,51.64,10758571
2025-09-24,51.34,51.63,50.48,50.92,11204413
2025-09-25,49.93,50.06,49.89,49.97,15872557
2025-09-26,49.95,50.8,49.58,50.34,7672048
2025-09-29,49.85,49.93,49.63,49.82,9849588
2025-09-30,48.3,48.49,48.14,48.3,20045243
2025-10-01,48.61,49.38,48.23,48.85,8331137
2025-10-02,48.85,49.14,48.28,48.78,9886952
2025-10-03,49.08,49.2,49.01,49.09,11656993
2025-10-06,49.69,50.09,48.25,49.15,7335781
2025-10-07,49.57,49.91,49.38,49.66,13531473
2025-10-08,49.96,50.23,49.28,49.71,7412815
2025-10-09,50.78,51.2,50.38,50.7,12894548
2025-10-10,51.52,51.91,50.27,51.07,10129470
2025-10-13,51.39,51.83,51.12,51.37,7181112
2025-10-14,52.26,52.62,51.14,51.72,7662376
2025-10-15,50.54,50.94,50.29,50.57,10244371
2025-10-16,50.37,51.32,49.53,50.45,9171488
2025-10-17,50.3,50.45,50.09,50.28,7271788
2025-10-20,50.5,50.76,50.2,50.42,7537999
2025-10-21,49.64,50.37,48.54,49.37,11460589
2025-10-22,50.67,51.08,50.0,50.68,13954295
2025-10-23,50.78,51.27,50.5,50.78,7342020
2025-10-24,49.17,50.4,48.85,49.85,10584924
2025-10-27,48.63,48.87,48.22,48.51,12444094
2025-10-28,48.32,48.53,48.06,48.31,7596834
2025-10-29,48.27,48.61,47.89,48.26,6111276
2025-10-30,47.71,47.88,47.54,47.73,10869493
2025-10-31,48.06,48.31,47.27,47.83,10526565
2025-11-03,47.2,48.17,46.61,47.33,11310506
2025-11-04,47.88,48.0,47.53,47.76,10269424
2025-11-05,47.19,47.48,47.06,47.24,11320863
2025-11-06,47.44,47.77,46.91,47.22,8442562
2025-11-07,48.23,48.41,47.66,47.98,9746585
2025-11-10,49.88,50.08,49.8,49.95,17560530
2025-11-11,49.31,49.58,48.79,49.18,9422572
2025-11-12,48.84,48.85,48.83,48.84,6797270
2025-11-13,48.04,48.45,47.91,48.21,9312296
2025-11-14,48.73,49.1,48.42,48.84,9506392
2025-11-17,48.06,48.34,47.6,47.95,9840222
2025-11-18,47.47,48.06,47.12,47.6,10459453
2025-11-19,47.65,47.72,47.42,47.6,6322619
2025-11-20,46.46,47.42,46.22,46.88,8111657
2025-11-21,46.11,46.6,45.83,46.21,8315216
2025-11-24,45.82,46.01,45.69,45.85,7670179
2025-11-25,44.35,44.47,44.26,44.37,15746063
2025-11-26,43.38,43.51,43.3,43.39,12277324
2025-11-27,42.87,43.69,42.66,43.12,6573943
2025-11-28,43.21,43.36,43.13,43.25,10077777
2025-12-01,42.98,43.43,42.72,43.11,11913500
2025-12-02,42.02,42.33,41.56,41.93,20744305
2025-12-03,41.51,42.26,40.95,41.64,11286170
2025-12-04,42.54,42.98,41.77,42.18,14489599
2025-12-05,42.48,42.77,42.23,42.58,8491378
2025-12-08,42.49,42.73,42.32,42.51,9230875
2025-12-09,41.82,42.56,41.51,41.94,9506973
2025-12-10,42.18,42.68,41.93,42.37,12825594
2025-12-11,42.43,42.75,41.53,42.0,13012957
2025-12-12,41.25,41.54,40.98,41.26,12612080
2025-12-15,40.73,41.41,40.29,40.73,16589573
2025-12-16,41.59,42.0,41.39,41.68,12616064
2025-12-17,42.02,42.3,41.29,41.84,7874643
2025-12-18,42.8,43.07,42.34,42.62,10992442
2025-12-19,42.56,42.9,42.01,42.33,7799403
2025-12-22,43.22,43.46,42.68,42.94,13024051
2025-12-23,42.37,42.97,42.05,42.55,11184657
2025-12-24,42.48,42.79,41.92,42.46,11690552
2025-12-25,44.03,44.43,43.9,44.17,16345424
2025-12-26,44.81,45.36,43.98,44.74,7604042
2025-12-29,44.3,44.87,43.92,44.37,8820956
2025-12-30,44.46,44.97,43.71,44.32,5586543
2025-12-31,44.44,44.9,44.21,44.57,6809383
2026-01-01,45.4,45.74,45.16,45.44,10650620
2026-01-02,45.38,46.06,44.34,45.12,10280723
2026-01-05,43.94,44.09,43.44,43.89,17941755
2026-01-06,43.69,43.87,43.56,43.71,7955883
2026-01-07,43.65,44.0,43.5,43.73,5907382
2026-01-08,43.6,44.11,43.41,43.82,11047141
2026-01-09,45.13,45.69,44.28,44.77,14205300
2026-01-12,45.19,45.36,44.72,44.98,11387743
2026-01-13,45.1,45.96,44.87,45.57,9521552
2026-01-14,44.72,44.98,44.54,44.8,8692976
2026-01-15,45.32,45.71,45.16,45.43,12895086
2026-01-16,47.18,47.33,46.67,46.99,11827421
2026-01-19,47.43,48.27,47.11,47.55,15218946
2026-01-20,47.62,48.09,47.47,47.75,6687575
2026-01-21,48.02,48.28,47.52,47.89,10140909
2026-01-22,49.55,49.74,48.77,49.27,12540523
2026-01-23,48.69,48.86,48.35,48.58,12275002
2026-01-26,48.45,49.0,48.25,48.48,6393767
2026-01-27,48.8,49.33,48.38,48.85,10923269
2026-01-28,49.46,49.52,49.39,49.44,9125831
2026-01-29,49.4,49.7,48.56,49.12,7507496
2026-01-30,49.59,49.95,48.93,49.39,9819140
2026-02-02,49.03,49.51,48.88,49.16,11863659
2026-02-03,49.26,49.4,49.14,49.26,7392449
2026-02-04,49.47,49.81,48.77,49.18,6236411
2026-02-05,48.3,48.68,47.89,48.32,9061660
2026-02-06,48.37,48.72,47.84,48.33,5875413
2026-02-09,49.34,49.61,48.37,48.99,12401472
2026-02-10,48.51,48.63,48.05,48.26,8453331
2026-02-11,48.37,48.69,47.61,48.1,6777655
2026-02-12,48.57,48.87,48.2,48.62,8619999
2026-02-13,47.69,48.33,47.28,47.84,13125897
2026-02-16,47.83,48.19,47.67,47.96,5758428
2026-02-17,46.98,47.72,46.66,47.18,15378472
2026-02-18,48.18,48.76,47.36,48.05,12715824
2026-02-19,50.06,50.31,49.55,49.84,18475440
2026-02-20,51.69,51.86,51.25,51.49,12912960
2026-02-23,51.53,51.77,50.8,51.29,6965913
2026-02-24,51.77,52.21,51.52,51.91,9445165
2026-02-25,51.99,52.17,51.87,52.03,8275612
2026-02-26,51.98,52.46,51.76,52.13,10060299
2026-02-27,53.39,53.81,52.93,53.45,18793902
2026-03-02,52.46,52.62,51.91,52.33,10526326
2026-03-03,53.36,53.66,52.8,53.23,9616684
2026-03-04,53.15,53.39,52.95,53.21,10476448
2026-03-05,54.25,55.71,53.64,54.41,9832721
2026-03-06,55.06,55.49,54.04,54.61,7370544
2026-03-09,54.12,54.38,53.4,54.02,7362921
2026-03-10,54.41,54.8,53.66,54.27,9542459
2026-03-11,54.91,55.92,54.3,54.92,9365369
2026-03-12,54.97,55.59,54.49,54.97,6063782
2026-03-13,55.55,55.96,55.04,55.43,7402510
2026-03-16,55.44,55.71,54.62,54.96,7746502
2026-03-17,52.91,53.5,52.6,53.16,18631338
2026-03-18,53.83,55.04,52.84,53.94,16006191
2026-03-19,54.37,54.99,54.18,54.55,7614359
2026-03-20,53.95,55.41,53.58,54.71,6663389
2026-03-23,54.6,54.98,54.41,54.75,5845614
2026-03-24,55.89,56.22,55.16,55.67,16411716
2026-03-25,55.35,55.6,54.98,55.29,8789564
2026-03-26,54.58,55.59,53.63,54.69,10080548
2026-03-27,54.43,54.81,54.13,54.56,6007740
2026-03-30,55.56,56.12,55.24,55.58,10730553
2026-03-31,54.65,55.06,53.85,54.39,16932828
2026-04-01,55.67,56.41,54.95,55.45,10659092
2026-04-02,54.73,55.03,54.63,54.91,13246052
2026-04-03,54.08,54.49,53.52,54.0,12146290
2026-04-06,55.19,55.25,54.97,55.06,10165447
2026-04-07,54.68,55.28,54.49,54.99,5320419
2026-04-08,54.17,54.32,53.58,53.9,9414220
2026-04-09,53.34,53.86,53.16,53.61,6389075
2026-04-10,54.36,54.74,54.12,54.44,16789543
2026-04-13,55.53,55.69,54.93,55.45,10729380
2026-04-14,55.32,55.48,54.75,55.1,10022743
2026-04-15,55.34,55.9,55.08,55.47,8199712
2026-04-16,56.44,57.06,55.38,56.11,9589042
2026-04-17,55.58,55.6,55.56,55.58,7410282
2026-04-20,55.7,56.25,55.28,55.88,7783928
2026-04-21,55.94,56.14,55.53,55.86,7114426
2026-04-22,55.69,56.2,54.99,55.42,12169278
2026-04-23,54.92,55.15,54.81,55.0,6742071
2026-04-24,55.09,55.43,54.76,55.09,6139623
2026-04-27,55.16,55.29,54.95,55.1,5583705
2026-04-28,54.78,55.29,54.1,54.63,7339122
2026-04-29,54.33,54.71,53.91,54.29,10729154
2026-04-30,55.29,55.55,54.83,55.26,10757757
2026-05-01,55.12,56.07,54.74,55.48,9142461
2026-05-04,55.91,56.74,55.67,56.24,19642042
2026-05-05,57.3,57.46,57.26,57.34,10436856
2026-05-06,57.97,58.52,57.22,57.89,10723836
2026-05-07,59.88,60.5,59.36,60.02,24470078
2026-05-08,59.37,59.55,58.96,59.28,7719903
2026-05-11,60.46,60.79,59.25,60.02,13780561
2026-05-12,59.54,60.63,59.14,59.74,7796885
2026-05-13,61.51,61.76,61.33,61.53,14005570
2026-05-14,63.28,63.67,62.95,63.22,19563254
2026-05-15,61.15,62.02,60.18,61.34,14257389
2026-05-18,61.05,61.5,59.73,60.4,12539646
2026-05-19,61.12,61.43,60.71,61.05,11574869
2026-05-20,61.8,62.12,61.61,61.84,10430701
2026-05-21,62.75,63.06,62.27,62.58,11113670
2026-05-22,62.34,62.85,62.0,62.54,11620128
2026-05-25,63.01,63.12,62.88,62.97,9982995
2026-05-26,63.43,64.14,63.18,63.64,7262800
2026-05-27,63.61,63.81,63.37,63.59,8804800
2026-05-28,64.68,64.94,64.43,64.65,13909674
2026-05-29,62.53,63.25,61.51,62.42,14895695
2026-06-01,63.12,63.4,62.79,63.03,10144165
2026-06-02,62.04,62.35,61.68,62.03,8722702
2026-06-03,63.18,63.75,62.16,63.0,8220862
2026-06-04,62.47,63.37,62.12,62.79,6263556
2026-06-05,62.01,62.35,61.39,61.96,14784786
2026-06-08,62.4,62.78,61.89,62.3,9275073
2026-06-09,61.6,61.86,61.2,61.43,11531864
2026-06-10,60.35,61.65,59.33,60.58,9172590
2026-06-11,58.88,59.9,58.54,59.12,10011829
2026-06-12,59.21,59.29,58.98,59.13,5889472
2026-06-15,59.75,59.99,59.2,59.58,11740234
2026-06-16,61.1,61.48,59.71,60.56,10237307
2026-06-17,60.39,60.88,59.95,60.45,5591658
2026-06-18,62.2,62.85,60.44,61.47,10314295
2026-06-19,61.81,62.35,60.41,61.53,8957995
2026-06-22,61.41,61.76,61.01,61.42,6839307
2026-06-23,62.21,62.5,61.39,61.99,7255664
2026-06-24,63.1,63.24,62.79,63.06,9293519
2026-06-25,62.53,63.32,62.25,62.74,6373639
2026-06-26,62.15,63.07,61.79,62.54,7877117
2026-06-29,62.29,63.81,61.08,62.36,6901868
2026-06-30,62.5,62.91,62.05,62.46,6168922
2026-07-01,61.61,61.62,61.59,61.61,10475217
2026-07-02,62.67,62.96,62.33,62.63,9255310
2026-07-03,62.43,62.63,61.89,62.27,6186005
2026-07-06,62.76,62.9,62.47,62.71,8042178
2026-07-07,61.77,62.21,61.61,61.92,13884096
